,year,month,lat,lon,depth,btm_sub,sfc_temp,sfc_salt,btm_temp,btm_salt,limfer_100m3
3309,2006,8,41.645,-67.4033,45,3,17.09,32.131,17.1,32.131,0.0
3310,2006,8,41.81,-67.4467,43,3,16.75,32.13,16.57,32.124,0.0
3311,2006,8,41.9333,-67.3483,48,1,15.9,32.152,15.87,32.152,0.0
3314,2006,8,41.145,-70.95,28,3,19.76,31.592,14.11,31.956999999999997,0.0
3315,2006,8,41.185,-71.235,47,3,20.07,31.698,10.43,32.309,0.0
3316,2006,8,41.1,-71.645,30,3,18.56,30.838,15.35,31.496,0.0
3317,2006,8,40.7367,-71.8367,53,3,22.17,31.944000000000003,9.49,33.022,0.0
3318,2006,8,40.66,-71.715,66,3,22.41,31.928,9.48,33.278,0.0
3319,2006,8,40.5167,-71.5033,69,2,21.89,32.344,9.11,33.27,0.0
3320,2006,8,40.5233,-71.3583,67,3,22.05,32.111999999999995,9.98,33.408,0.0
3321,2006,8,40.1917,-71.5183,85,3,22.98,33.415,11.07,33.816,0.0
3322,2006,8,40.1867,-71.9783,66,3,22.63,31.677,10.95,34.012,0.0
3323,2006,8,40.055,-71.8783,80,3,23.33,31.885,13.03,34.861,0.0
3324,2006,8,39.36,-72.3817,141,3,24.47,32.665,12.85,35.596,0.0
3325,2006,8,39.0267,-72.8067,118,3,24.79,32.218,12.68,35.579,0.0
3326,2006,8,38.6483,-73.2133,125,3,24.07,31.175,11.79,35.512,0.0
3327,2006,8,38.6883,-73.5833,62,3,25.38,30.824,9.36,33.244,0.0
3328,2006,8,39.065,-73.545,52,3,25.42,30.905,8.39,32.811,0.0
3338,2006,8,35.74,-74.8433,128,3,28.09,36.262,13.07,35.594,0.0
3339,2006,8,36.7667,-75.7717,18,3,24.83,31.26,17.4,32.798,0.0
3340,2006,8,37.3117,-75.5433,16,3,24.26,32.202,21.73,32.321999999999996,0.0
3341,2006,8,37.3133,-75.2433,25,3,24.83,32.384,14.81,33.247,0.0
3342,2006,8,37.7667,-74.9517,26,3,26.2,31.363000000000003,12.36,32.929,0.0
3343,2006,8,38.245,-75.0917,15,3,24.46,31.01,21.22,31.014,0.0
3344,2006,8,38.39,-74.7517,29,3,24.24,30.956,12.08,32.703,0.0
3345,2006,8,38.5167,-74.8483,22,3,23.65,30.961,12.55,32.514,0.0
3346,2006,8,38.6433,-74.7117,26,3,24.16,31.189,10.85,32.318000000000005,0.0
3347,2006,8,38.815,-74.5733,22,3,25.05,31.474,12.54,32.119,0.0
3348,2006,8,38.8117,-74.08,44,3,24.95,31.548000000000002,8.51,32.616,0.0
3349,2006,8,39.225,-73.8183,37,3,25.12,31.088,9.15,32.355,0.0
3350,2006,8,39.355,-73.7533,36,3,23.83,31.418000000000003,9.49,32.32,0.0
3351,2006,8,39.7317,-73.615,34,3,24.13,31.364,9.49,32.241,0.0
3352,2006,8,39.9367,-74.04,19,3,18.52,31.0,13.39,31.623,0.0
3353,2006,8,40.385,-73.4533,27,3,23.67,30.592,11.52,32.162,0.0
3354,2006,8,40.0217,-73.39,73,3,22.82,30.756999999999998,8.95,33.031,0.0
3355,2006,8,39.9867,-73.375,64,3,23.25,30.65,8.4,32.738,0.0
3356,2006,8,39.8533,-72.9733,72,3,23.94,30.636,9.85,33.54,0.0
3357,2006,8,39.9033,-72.8833,52,3,24.58,31.169,9.79,33.326,0.0
3358,2006,8,40.475,-72.685,44,3,23.65,31.493000000000002,8.95,32.734,0.0
3359,2006,8,40.5733,-72.5533,41,2,23.11,31.401999999999997,9.13,32.664,0.0
3360,2006,8,40.2283,-70.9833,120,3,22.79,32.9,13.25,35.629,0.0
3361,2006,8,40.6033,-70.5833,63,3,22.7,32.628,10.84,33.388000000000005,0.0
3362,2006,8,40.6917,-70.2883,48,3,22.04,32.816,11.38,32.609,0.0
3363,2006,8,40.6533,-69.8867,53,1,16.89,32.149,11.63,32.533,0.0
3364,2006,8,40.2317,-69.685,81,3,21.48,32.259,10.7,33.457,0.0
3365,2006,8,39.9817,-69.5483,138,3,22.2,32.628,12.07,35.513000000000005,0.0
3366,2006,8,40.48,-69.25,72,3,20.87,31.971999999999998,10.28,32.811,0.0
3367,2006,8,40.65,-69.5533,48,3,17.25,32.277,13.26,32.224000000000004,1.0
3368,2006,8,40.9067,-69.9517,21,3,16.59,31.765,16.5,31.778000000000002,0.0
3369,2006,8,41.1017,-70.2167,25,3,18.39,31.715999999999998,16.71,31.910999999999998,0.0
3370,2006,8,41.8967,-69.94,19,3,18.2,31.414,11.83,31.833000000000002,0.0
3371,2006,8,41.8967,-69.6083,198,1,18.83,31.44,7.16,33.961999999999996,0.0
3372,2006,8,41.8483,-69.3467,193,3,19.5,31.441,6.77,33.707,0.0
3373,2006,8,41.9383,-68.585,167,3,19.82,31.67,7.3,33.996,0.0
3374,2006,8,41.185,-68.4817,55,3,16.48,32.048,15.85,32.088,0.0
3375,2006,8,41.1117,-68.43,50,3,16.63,32.035,16.59,32.036,0.0
3376,2006,8,40.8567,-68.975,71,3,20.68,32.098,12.69,32.335,0.0
3377,2006,8,40.6083,-68.9133,67,2,20.64,31.927,11.49,32.475,0.0
3378,2006,8,40.48,-68.5417,88,1,20.56,31.955,10.44,33.201,0.0
3379,2006,8,40.355,-68.2,146,3,21.37,32.106,11.45,35.455999999999996,0.0
3380,2006,8,40.685,-68.21,76,3,19.42,32.019,11.38,32.536,2.0
3381,2006,8,40.8167,-68.2217,52,3,18.23,32.126999999999995,13.54,32.251999999999995,1.0
3382,2006,8,41.0183,-67.8533,50,3,17.48,32.119,14.21,32.226,1.0
3383,2006,8,41.0617,-67.7467,53,3,17.09,32.165,14.93,32.185,0.0
3384,2006,8,40.6917,-67.81,79,3,19.05,31.988000000000003,10.28,32.998000000000005,0.0
3385,2006,8,40.7317,-67.2983,95,3,19.25,32.05,10.86,34.015,0.0
3386,2006,8,40.7683,-67.215,95,3,18.67,31.969,10.14,33.635999999999996,0.0
3388,2006,8,40.8917,-67.015,87,3,18.39,32.024,10.12,33.44,0.0
3389,2006,8,40.9733,-66.7217,83,3,18.61,32.071,10.5,33.891,0.0
3390,2006,8,41.0317,-66.82,72,3,18.37,32.085,9.66,33.177,0.0
3391,2006,8,42.4783,-67.9383,212,3,18.66,31.686,8.49,35.014,0.0
3394,2006,8,42.11,-66.0483,185,3,16.68,32.486,8.69,35.055,0.0
3395,2006,8,41.7367,-66.0133,98,3,16.82,32.254,9.2,33.922,0.0
3396,2006,8,41.8883,-65.88,118,3,16.64,32.436,9.13,34.321999999999996,0.0
3397,2006,8,42.0117,-65.845,216,3,17.89,32.103,7.45,35.032,0.0
3399,2006,8,42.5617,-65.635,90,3,15.38,32.204,7.85,33.205999999999996,0.0
3400,2006,8,42.725,-65.315,98,3,14.28,32.528,7.45,33.292,0.0
3401,2006,8,43.0183,-66.3483,133,3,14.27,33.095,10.5,33.882,0.0
3402,2006,8,43.1767,-66.64,122,3,14.52,32.595,10.69,33.951,0.0
3403,2006,8,42.905,-66.7083,188,3,14.66,32.486999999999995,10.45,34.934,0.0
3405,2006,8,43.0633,-67.4467,196,3,16.39,32.152,8.43,34.803000000000004,0.0
3407,2006,8,43.2733,-66.98,175,3,15.56,32.639,8.85,34.891999999999996,0.0
3408,2006,8,43.4767,-66.6117,98,3,13.19,32.915,10.72,33.779,0.0
3409,2006,8,43.8617,-66.76,123,3,13.06,32.946,9.28,34.033,0.0
3410,2006,8,44.2267,-66.9083,177,3,13.5,32.729,8.18,34.179,0.0
3411,2006,8,44.4983,-67.1933,77,2,11.17,32.626999999999995,11.17,32.625,0.0
3412,2006,8,44.2633,-67.7617,91,3,12.49,32.763000000000005,10.05,33.035,0.0
3413,2006,8,44.02,-68.3517,83,3,12.12,32.4,10.32,32.781,0.0
3414,2006,8,43.645,-68.81,124,3,13.85,32.428000000000004,8.26,33.488,0.0
3415,2006,8,43.595,-69.01,117,3,14.42,32.076,7.37,33.105,0.0
3416,2006,8,43.275,-68.8717,135,3,14.77,32.177,8.17,33.398,0.0
3417,2006,8,42.9367,-69.5383,157,3,18.03,31.668000000000003,6.71,33.683,0.0
3421,2006,8,42.8983,-69.975,174,3,18.72,31.337,7.23,34.045,0.0
3422,2006,8,42.9817,-70.05,61,3,18.32,31.403000000000002,7.17,32.555,0.0
3423,2006,8,43.2817,-70.465,26,1,16.29,30.854,11.53,31.699,0.0
3424,2006,8,42.4117,-70.63,80,2,17.23,31.17,7.03,32.299,0.0
3426,2006,10,42.9117,-70.1333,61,3,12.7,32.251999999999995,9.22,32.676,0.0
3428,2006,10,42.6567,-70.5133,82,2,13.1,31.764,8.02,32.474000000000004,0.0
3429,2006,10,42.4067,-70.3033,56,1,11.86,32.162,10.28,32.429,0.0
3430,2006,10,41.8067,-69.4267,182,3,13.19,32.14,7.1,33.943000000000005,0.0
3431,2006,10,41.3567,-69.5817,29,1,12.49,32.211999999999996,12.49,32.211999999999996,0.0
3432,2006,9,39.7633,-72.1383,107,3,20.82,34.257,13.87,35.193000000000005,0.0
3433,2006,9,40.0917,-72.4983,59,3,18.95,33.1,10.03,32.891,0.0
3434,2006,9,40.1883,-72.735,55,3,18.63,32.644,11.15,32.501,0.0
3435,2006,9,39.755,-73.3533,39,3,19.79,32.611,16.26,32.51,0.0
3436,2006,9,39.7233,-74.075,12,3,21.28,29.892,20.64,30.281,0.0
3437,2006,9,40.68,-72.9083,21,1,20.37,31.361,19.18,31.423000000000002,0.0
3438,2006,9,40.5717,-72.6583,38,1,20.02,31.901,18.47,32.329,0.0
3439,2006,9,40.4467,-72.5967,45,3,19.78,32.09,13.84,32.433,0.0
3440,2006,9,40.8967,-72.055,32,3,20.13,31.288,18.35,32.058,0.0
3441,2006,9,40.7833,-72.0033,40,3,20.06,31.155,12.33,32.521,0.0
3442,2006,9,40.7917,-71.2617,58,3,18.4,32.329,10.9,32.864000000000004,0.0
3443,2006,9,40.025,-71.715,92,3,21.12,34.806,13.66,35.198,0.0
3444,2006,9,39.8933,-71.7883,144,3,19.7,33.736999999999995,12.23,35.561,0.0
3445,2006,9,40.1383,-71.1733,137,3,24.06,35.516999999999996,13.51,35.646,0.0
3447,2006,9,40.9883,-71.8217,29,3,18.61,31.331,16.56,32.616,0.0
3448,2006,9,40.9017,-71.7417,46,3,18.81,31.685,11.51,32.702,0.0
3449,2006,9,40.8467,-70.9583,57,3,17.99,32.025,11.48,32.743,0.0
3450,2006,9,40.96,-70.7433,48,3,17.71,31.991999999999997,12.89,32.478,0.0
3452,2006,9,40.7383,-70.075,37,2,16.73,32.037,17.22,33.332,0.0
3453,2006,9,40.645,-70.16,48,2,16.94,32.43,17.43,34.12,0.0
3454,2006,9,40.2683,-70.6717,111,3,18.74,33.376,14.02,35.363,0.0
3455,2006,9,40.2317,-69.7083,82,3,18.07,32.885999999999996,12.0,33.536,0.0
3456,2006,9,40.2267,-69.605,79,3,18.92,33.354,12.03,33.378,0.0
3457,2006,9,40.0567,-69.3267,100,3,17.6,32.465,13.26,35.075,0.0
3458,2006,9,40.61,-68.7883,66,3,17.8,32.662,11.2,32.764,0.0
3459,2006,9,40.4583,-69.62,67,3,18.01,32.755,11.94,33.35,0.0
3460,2006,9,40.9933,-68.9633,78,3,15.69,32.268,11.97,32.556,0.0
3461,2006,9,40.8733,-68.8983,69,3,15.5,32.207,14.36,32.33,0.0
3462,2006,9,40.765,-68.3717,55,3,16.37,32.302,13.58,32.342,0.0
3463,2006,9,40.79,-68.1083,63,3,15.79,32.192,12.87,32.383,0.0
3464,2006,9,40.4183,-67.82,156,3,17.72,32.608000000000004,10.1,35.191,0.0
3465,2006,9,40.8,-67.6717,68,3,16.24,32.235,10.67,32.679,0.0
3466,2006,9,41.06,-67.8383,50,3,15.87,32.163000000000004,14.93,32.234,0.0
3467,2006,9,41.1383,-67.5,55,3,15.11,32.19,14.56,32.275999999999996,0.0
3468,2006,9,41.3817,-67.86,35,3,17.67,32.092,17.68,32.093,0.0
3469,2006,9,41.5617,-67.6333,27,3,16.98,32.131,16.98,32.132,0.0
3470,2006,9,41.4533,-67.315,47,3,16.41,32.155,16.41,32.159,0.0
3471,2006,9,41.2383,-67.295,51,3,15.6,32.213,14.43,32.295,0.0
3472,2006,9,41.1633,-67.2583,55,3,15.67,32.260999999999996,13.93,32.328,0.0
3473,2006,9,40.9067,-67.1983,82,3,16.11,32.227,10.25,33.211,0.0
3474,2006,9,40.7883,-66.98,99,3,16.47,32.278,11.04,34.448,0.0
3476,2006,9,38.2667,-74.695,27,3,20.35,31.333000000000002,19.76,31.576,0.0
3477,2006,9,38.775,-74.8267,16,3,21.44,30.488000000000003,21.48,30.658,0.0
3478,2006,9,38.7383,-74.6617,25,3,21.03,30.64,20.3,31.075,0.0
3479,2006,9,38.6917,-73.905,46,3,19.98,31.948,10.38,32.672,0.0
3480,2006,9,38.975,-74.2383,32,3,20.12,31.738000000000003,19.63,32.091,0.0
3481,2006,9,39.0183,-74.3017,27,3,20.14,31.706,19.93,31.741,0.0
3482,2006,9,39.3483,-73.995,27,3,20.61,31.433000000000003,20.31,31.499000000000002,0.0
3483,2006,9,39.6533,-73.515,38,3,19.59,32.063,15.49,32.544000000000004,0.0
3484,2006,9,39.3233,-73.54,48,3,20.53,32.718,13.29,32.385,0.0
3485,2006,9,39.4,-72.84,68,3,21.6,34.514,10.72,33.387,0.0
3486,2006,9,39.4833,-72.6433,84,3,21.08,34.196999999999996,11.47,33.648,0.0
3487,2006,10,42.005,-65.8667,192,3,16.59,32.793,8.12,35.058,0.0
3489,2006,10,42.1083,-66.3567,86,3,14.82,32.35,7.81,33.426,0.0
3490,2006,10,42.1883,-66.6,207,1,15.7,32.563,8.67,35.055,0.0
3492,2006,10,41.7833,-68.0767,41,3,16.2,32.238,12.85,32.479,0.0
3493,2006,10,41.3117,-68.1983,45,2,17.01,32.122,17.03,32.124,0.0
3494,2006,10,41.2467,-68.4533,53,3,15.72,32.215,15.61,32.223,0.0
3495,2006,10,41.2833,-69.0967,154,3,17.01,31.666,6.37,33.187,0.0
3496,2006,10,40.8767,-66.69,110,3,15.91,32.43,11.62,34.847,0.0
3497,2006,10,41.3,-66.9917,65,3,15.29,32.227,13.05,32.394,0.0
3498,2006,10,41.8083,-66.8933,66,3,15.04,32.248000000000005,15.04,32.247,0.0
3499,2006,10,41.285,-66.3817,91,3,15.4,32.124,8.5,33.157,0.0
3500,2006,10,41.6083,-66.0883,95,3,15.02,32.289,8.23,33.711999999999996,0.0
3501,2006,10,41.505,-66.3683,92,3,15.63,32.181999999999995,10.12,32.731,0.0
3502,2006,10,41.6283,-66.45,80,3,15.6,32.228,12.56,32.436,0.0
3503,2006,10,41.8817,-66.155,87,3,14.49,32.336999999999996,8.26,32.951,0.0
3504,2006,10,41.6367,-68.4667,94,3,14.49,32.321,6.92,33.036,0.0
3505,2006,10,41.81,-68.4,211,3,15.41,32.242,8.2,34.783,0.0
3506,2006,10,41.8133,-68.6833,171,3,14.53,32.234,6.89,33.759,0.0
3507,2006,9,38.66,-73.1717,136,3,22.98,34.836,13.68,35.718,0.0
3508,2006,9,38.4033,-73.6333,108,3,21.82,34.348,13.55,35.245,0.0
3509,2006,9,38.4017,-73.7283,81,3,22.41,34.431,10.89,33.757,0.0
3510,2006,9,36.9833,-74.95,44,3,21.53,32.723,11.29,32.411,0.0
3511,2006,9,36.6967,-74.8883,35,3,21.89,32.024,13.37,32.458,0.0
3512,2006,9,36.5767,-74.74,99,3,22.68,32.28,12.83,34.766,0.0
3513,2006,9,35.8683,-74.915,81,3,23.96,32.25,12.88,33.751,0.0
3514,2006,9,35.8233,-75.1517,35,3,23.69,32.309,16.85,33.066,0.0
3515,2006,9,35.635,-75.1617,36,3,23.38,32.154,20.96,32.579,0.0
3516,2006,9,35.8433,-75.5383,16,3,24.51,29.467,24.26,31.165,0.0
3517,2006,9,36.0517,-75.5933,20,3,24.5,30.81,23.91,31.328000000000003,0.0
3518,2006,9,37.0067,-75.4933,27,3,21.99,31.6,22.1,31.585,0.0
3519,2006,9,37.3833,-75.465,22,3,22.71,31.371,22.72,31.391,0.0
3520,2006,9,37.4933,-75.56,14,3,22.35,30.984,22.32,30.989,0.0
3521,2006,9,37.6367,-75.0267,33,3,21.45,31.448,21.18,31.474,0.0
3522,2006,9,37.72,-74.865,31,3,21.34,31.425,21.34,31.427,0.0
3523,2006,9,38.1833,-74.9283,21,3,21.46,31.272,21.49,31.28,0.0
3524,2006,9,38.1717,-74.2867,43,3,19.9,32.012,13.01,32.869,0.0
3525,2006,9,38.9667,-73.31,66,3,21.04,34.119,10.16,33.193000000000005,0.0
3526,2006,10,42.4767,-68.7667,195,3,15.33,32.033,7.59,34.224000000000004,0.0
3527,2006,10,42.895,-69.02,130,3,14.36,32.21,7.91,33.531,0.0
3528,2006,10,43.0,-68.925,137,3,13.59,32.46,7.63,33.669000000000004,0.0
3529,2006,10,42.9583,-68.4417,173,3,13.31,32.734,8.03,34.241,0.0
3532,2006,10,43.4617,-66.9933,214,3,12.65,33.010999999999996,9.2,34.721,0.0
3533,2006,10,43.75,-67.215,163,2,12.77,32.889,9.51,34.544000000000004,0.0
3534,2006,10,43.9533,-66.6167,97,3,11.79,32.979,11.26,33.296,0.0
3536,2006,10,43.9367,-68.3883,97,3,11.83,32.84,10.9,33.19,0.0
3537,2006,10,43.5067,-68.67,140,3,12.37,32.924,9.05,33.784,0.0
3538,2006,10,43.5467,-69.7117,82,3,12.12,31.526,10.15,33.153,0.0
3539,2006,10,43.1133,-69.4,183,3,12.81,32.766,7.35,33.73,0.0
3540,2007,2,40.4733,-71.6367,76,1,6.64,33.387,6.58,33.542,0.0
3541,2007,3,40.6067,-69.025,67,3,5.34,32.928000000000004,4.91,33.051,0.0
3542,2007,2,40.3683,-72.5067,48,3,5.42,33.563,5.45,33.578,0.0
3543,2007,2,39.925,-72.8817,51,3,6.77,34.038000000000004,6.81,34.046,0.0
3544,2007,2,39.795,-72.9933,78,3,6.85,33.989000000000004,7.11,34.065,0.0
3545,2007,2,39.71,-73.315,38,3,5.43,33.554,5.57,33.580999999999996,0.0
3546,2007,2,39.1617,-72.82,89,3,10.63,35.003,9.46,34.798,0.0
3547,2007,2,39.6367,-72.7383,70,3,8.6,34.363,8.41,34.42,0.0
3548,2007,2,39.7167,-72.6133,74,3,8.44,34.164,8.93,34.413000000000004,0.0
3549,2007,2,40.2883,-71.945,63,3,7.02,33.678000000000004,7.43,33.832,1.0
3550,2007,2,39.74,-73.6067,36,3,4.59,32.315,4.59,32.328,0.0
3551,2007,2,39.4017,-73.7783,36,3,6.65,33.178000000000004,6.66,33.123000000000005,0.0
3552,2007,2,39.16,-73.6017,42,3,7.22,33.228,7.24,33.29,0.0
3553,2007,2,39.0217,-73.7533,39,3,8.22,33.729,8.31,33.769,0.0
3554,2007,2,39.1517,-73.8867,43,3,7.12,33.363,7.93,33.652,0.0
3555,2007,2,38.8483,-74.575,26,3,4.33,31.569000000000003,6.8,33.019,0.0
3556,2007,2,38.5567,-74.4983,32,3,7.43,33.356,7.49,33.371,0.0
3557,2007,2,38.5367,-74.0567,58,3,11.01,34.823,11.02,34.846,0.0
3558,2007,2,38.2083,-74.5833,39,3,7.92,33.44,9.26,34.080999999999996,0.0
3559,2007,2,38.0267,-74.36,54,3,11.02,34.953,11.05,34.961999999999996,0.0
3560,2007,2,37.4883,-74.685,54,3,11.07,34.847,11.2,35.193000000000005,0.0
3561,2007,2,37.285,-74.5033,169,3,14.89,35.419000000000004,10.3,35.336,0.0
3562,2007,2,36.865,-74.68,94,3,13.47,35.158,13.81,35.346,0.0
3563,2007,2,35.8867,-74.8567,155,3,18.62,36.407,11.78,35.51,0.0
3564,2007,2,35.8867,-75.1333,32,3,17.23,36.328,17.22,36.326,0.0
3565,2007,2,36.3817,-75.155,29,3,11.83,34.167,12.59,34.455999999999996,0.0
3566,2007,2,36.385,-75.365,30,3,10.03,33.422,10.27,33.5,0.0
3567,2007,2,36.5883,-75.32,33,3,7.92,32.488,8.07,32.623000000000005,0.0
3568,2007,2,36.7867,-75.02,32,3,7.32,32.083,8.78,33.458,0.0
3570,2007,2,36.8533,-75.1483,33,3,7.21,32.678000000000004,8.84,34.064,0.0
3571,2007,2,37.42,-75.025,34,3,7.02,33.486,8.31,34.056,0.0
3572,2007,2,37.6267,-75.315,19,3,5.62,32.64,5.63,32.638000000000005,0.0
3573,2007,2,37.8567,-74.915,31,3,6.44,32.953,6.89,33.173,0.0
3574,2007,2,38.3083,-74.075,62,3,10.62,34.89,11.44,35.124,0.0
3575,2007,2,38.175,-73.725,144,3,13.79,35.277,12.11,35.306,0.0
3577,2007,2,38.705,-73.275,86,3,11.19,34.813,11.65,35.181999999999995,0.0
3578,2007,2,40.5417,-71.0417,73,3,6.93,33.537,7.06,33.58,0.0
3579,2007,2,40.1583,-70.8833,135,3,6.44,33.125,11.36,35.271,0.0
3580,2007,2,39.5617,-72.3583,108,3,10.37,34.701,10.7,34.863,0.0
3581,2007,2,39.3017,-72.3333,210,3,10.6,34.818000000000005,10.12,35.265,0.0
3582,2007,2,40.75,-72.0017,45,3,5.51,33.372,5.83,33.513000000000005,0.0
3583,2007,2,40.9817,-71.8,32,3,3.08,31.791,4.35,32.596,0.0
3584,2007,2,41.025,-70.7817,48,3,4.11,32.922,4.16,32.957,0.0
3585,2007,2,40.9933,-70.2167,30,3,2.13,32.634,2.18,32.655,1.0
3586,2007,2,40.8467,-70.3183,44,3,2.93,32.648,2.78,32.668,0.0
3587,2007,2,40.7417,-70.5833,57,3,5.09,32.89,4.5,32.883,0.0
3588,2007,2,40.17,-70.465,118,3,6.18,33.116,9.87,34.253,0.0
3589,2007,2,39.94,-69.3417,200,3,6.66,33.204,11.61,35.415,0.0
3590,2007,2,40.2583,-69.595,78,3,5.78,33.034,5.37,33.043,0.0
3591,2007,3,40.4967,-70.0467,67,3,6.03,33.124,4.42,33.236,0.0
3592,2007,2,40.5583,-72.9367,32,3,4.12,32.885,4.12,32.903,0.0
3593,2007,3,40.625,-72.2783,47,3,5.15,32.215,5.28,33.245,0.0
3595,2007,3,40.3783,-71.4217,77,3,7.11,33.289,6.43,33.523,0.0
3596,2007,3,40.285,-71.2267,84,3,5.42,32.915,5.46,33.306999999999995,0.0
3597,2007,3,40.1183,-70.685,131,3,5.44,32.904,11.61,35.387,0.0
3598,2007,3,40.2117,-70.4283,114,3,5.52,32.992,11.83,35.143,0.0
3599,2007,3,40.5383,-70.6917,71,3,4.27,32.836999999999996,3.8,32.983000000000004,0.0
3600,2007,3,40.6633,-70.6183,60,3,4.6,32.912,4.34,32.927,0.0
3601,2007,3,40.8267,-70.6167,55,3,4.51,32.855,4.35,32.935,0.0
3602,2007,3,39.77,-73.565,35,3,5.12,33.446999999999996,5.11,33.436,0.0
3603,2007,3,40.5183,-73.4433,19,3,4.28,31.873,3.76,32.258,1.0
3604,2007,3,40.46,-73.3267,32,3,3.92,32.248000000000005,3.48,32.644,0.0
3605,2007,3,40.3767,-72.485,49,3,5.54,33.368,5.49,33.378,0.0
3606,2007,3,41.3883,-71.1033,25,3,3.7,31.985,3.64,32.45,0.0
3607,2007,3,40.8267,-71.405,59,3,5.09,32.466,5.79,33.299,0.0
3608,2007,3,40.505,-71.5767,75,2,6.22,33.277,6.36,33.515,0.0
3609,2007,3,40.665,-72.0467,50,3,5.03,32.326,5.63,33.304,0.0
3610,2007,3,40.7933,-72.0633,41,3,5.14,32.336999999999996,5.37,33.199,0.0
3611,2007,3,41.2317,-70.59,29,3,3.98,32.431999999999995,3.17,32.443000000000005,0.0
3612,2007,3,40.79,-69.7567,37,3,4.52,32.906,4.51,32.900999999999996,0.0
3613,2007,3,40.62,-69.595,58,3,4.43,33.043,4.54,33.07,0.0
3614,2007,4,43.5317,-69.0533,105,3,3.94,32.669000000000004,3.93,32.677,0.0
3615,2007,4,43.5817,-69.1633,145,3,3.81,32.595,3.79,32.611,0.0
3616,2007,4,42.1667,-70.3767,62,3,5.42,31.48,4.66,32.647,0.0
3617,2007,4,42.4567,-70.66,72,2,7.45,28.941,4.2,32.777,0.0
3618,2007,4,42.885,-70.325,72,2,6.1,31.101,4.26,32.869,0.0
3619,2007,4,42.955,-69.2933,161,3,5.09,32.781,5.22,33.402,0.0
3620,2007,4,42.69,-69.2117,165,3,4.97,32.94,6.68,33.85,0.0
3623,2007,4,41.1017,-68.915,91,3,5.38,33.297,5.36,33.305,0.0
3624,2007,4,41.6867,-68.7717,160,3,5.76,33.434,5.89,33.545,0.0
3625,2007,4,41.6133,-68.425,55,3,5.2,33.146,5.15,33.143,0.0
3626,2007,4,41.455,-68.28,51,3,5.36,33.168,5.01,33.179,0.0
3627,2007,4,41.14,-68.0517,43,3,4.85,33.022,4.77,33.027,1.0
3629,2007,4,42.1983,-67.715,201,3,4.54,32.86,6.96,34.713,0.0
3630,2007,4,41.9583,-68.4267,177,3,5.85,33.461,6.22,33.715,0.0
3631,2007,4,42.3883,-68.21,185,2,4.92,33.01,7.13,34.246,0.0
3632,2007,4,42.7483,-68.24,185,2,4.54,32.872,6.85,33.946,0.0
3633,2007,4,43.1233,-68.0017,181,3,4.72,33.023,6.44,33.786,0.0
3635,2007,4,43.745,-67.0383,158,3,3.58,32.368,6.49,33.743,0.0
3636,2007,4,43.975,-66.955,166,3,3.36,32.272,6.98,33.891,0.0
3637,2007,4,44.015,-66.5217,85,3,3.17,32.107,3.87,32.564,0.0
3638,2007,4,44.2233,-67.77,120,3,3.44,32.347,3.5,32.376,0.0
3640,2007,4,43.8717,-67.8183,205,2,3.63,32.37,7.77,34.104,0.0
3641,2007,3,38.575,-73.2267,169,3,7.98,34.008,10.8,35.23,0.0
3642,2007,3,37.9233,-74.015,156,3,10.25,34.826,10.57,34.976,0.0
3643,2007,3,38.0767,-74.2933,53,3,7.85,34.251999999999995,8.17,34.43,0.0
3644,2007,3,37.995,-74.6117,43,3,6.57,33.754,6.62,33.858000000000004,0.0
3645,2007,3,37.6117,-74.4283,74,3,10.4,34.965,10.14,34.938,0.0
3646,2007,3,37.55,-74.3517,108,3,10.51,34.895,10.22,34.963,0.0
3647,2007,3,37.0317,-75.135,38,3,6.95,33.925,7.01,33.986,0.0
3648,2007,3,36.08,-74.955,49,3,11.29,35.025,10.93,35.13,0.0
3649,2007,3,35.67,-74.9517,49,3,8.54,33.679,8.8,34.415,0.0
3650,2007,3,35.325,-75.3167,24,3,14.15,34.829,15.74,36.292,0.0
3651,2007,3,35.5967,-75.38,19,3,7.2,27.443,7.23,31.226,0.0
3652,2007,3,35.9983,-75.3533,23,3,7.56,33.664,7.22,33.669000000000004,0.0
3653,2007,3,36.6533,-75.415,23,3,6.71,33.056999999999995,6.45,33.186,0.0
3654,2007,3,37.13,-75.6367,17,3,6.34,32.325,5.69,32.382,0.0
3655,2007,3,37.4883,-75.4333,21,3,6.16,32.056999999999995,5.42,32.658,0.0
3656,2007,3,37.415,-75.36,26,3,6.28,32.381,5.94,33.178000000000004,0.0
3657,2007,3,37.4117,-75.175,29,3,6.52,33.194,6.22,33.514,0.0
3658,2007,3,37.5783,-75.2767,25,3,5.9,32.428000000000004,5.4,32.887,0.0
3659,2007,3,38.1333,-74.9217,23,3,5.6,31.879,5.58,32.865,0.0
3660,2007,3,38.55,-74.235,40,3,7.23,33.865,7.76,34.43,0.0
3661,2007,3,38.605,-74.13,50,3,6.9,33.921,7.52,34.330999999999996,0.0
3662,2007,3,38.835,-74.8267,14,3,4.98,30.673000000000002,3.99,32.048,1.0
3663,2007,3,39.2083,-74.3283,16,3,4.57,32.751999999999995,4.59,32.726,0.0
3664,2007,3,39.26,-74.3767,17,3,3.54,32.083,3.61,32.07,0.0
3665,2007,3,39.4083,-73.7317,32,3,5.01,33.385999999999996,4.99,33.385999999999996,0.0
