,year,month,lat,lon,depth,btm_sub,sfc_temp,sfc_salt,btm_temp,btm_salt,limfer_100m3
11180,2009,6,43.72,-69.4433,85,3,10.75,31.252,4.55,32.446999999999996,0.0
11181,2009,6,43.5617,-69.6133,138,3,11.61,31.601999999999997,4.83,33.065,0.0
11182,2009,6,42.8967,-70.3767,84,3,12.42,30.956999999999997,4.35,32.34,1.0
11183,2009,6,42.77,-70.7083,35,3,13.63,29.988000000000003,5.81,31.914,50.0
11184,2009,6,42.4817,-69.32,223,3,11.8,32.111,6.47,33.902,0.0
11186,2009,6,42.42,-70.61,87,2,13.28,31.05,3.76,32.545,49.0
11187,2009,6,42.23,-70.2767,26,3,12.54,31.406,7.01,31.988000000000003,33.0
11188,2009,6,41.7283,-69.9033,14,2,12.2,31.482,11.76,31.508000000000003,0.0
11189,2009,6,41.5233,-69.315,106,2,11.94,32.036,4.22,32.676,0.0
11190,2009,5,38.9017,-73.6367,48,3,15.03,32.263000000000005,6.92,32.974000000000004,0.0
11191,2009,5,38.52,-73.3517,115,3,13.84,32.571,11.75,34.897,0.0
11193,2009,5,38.0617,-74.0683,95,3,16.0,32.528,7.82,33.580999999999996,0.0
11194,2009,5,37.4,-74.515,108,3,18.02,34.058,9.73,34.215,0.0
11195,2009,5,37.52,-74.6783,57,3,17.3,32.553000000000004,7.68,33.082,0.0
11196,2009,5,37.44,-75.07,33,3,17.98,32.07,9.73,33.079,0.0
11197,2009,5,37.4367,-75.3717,28,3,18.01,31.601999999999997,12.94,32.191,0.0
11198,2009,5,37.2717,-75.445,25,3,18.86,31.611,13.22,32.298,0.0
11199,2009,5,36.6917,-75.1717,28,3,19.04,31.869,9.61,33.054,0.0
11200,2009,5,36.1467,-75.18,27,3,19.82,32.258,10.92,33.223,0.0
11201,2009,5,36.065,-75.045,33,3,19.46,32.617,10.71,33.325,0.0
11202,2009,5,35.8583,-74.8767,100,3,17.59,32.878,9.28,33.848,0.0
11203,2009,5,35.645,-75.2417,33,3,19.9,30.909000000000002,14.01,32.501,0.0
11204,2009,5,35.525,-75.375,21,3,19.5,30.796,14.96,32.025999999999996,0.0
11205,2009,5,36.2033,-75.5533,26,3,20.42,29.935,12.96,32.601,0.0
11206,2009,5,36.8517,-75.71,21,3,20.4,28.761,13.21,32.211999999999996,0.0
11207,2009,5,37.5267,-75.5783,11,3,18.74,31.877,16.2,31.909000000000002,0.0
11208,2009,5,37.7267,-74.9133,32,3,18.35,32.38,9.87,33.092,0.0
11209,2009,6,38.2233,-74.71,33,3,18.18,31.319000000000003,10.3,32.687,0.0
11210,2009,6,38.4283,-74.81,25,3,17.04,31.307,12.65,32.056,0.0
11211,2009,6,38.605,-74.9133,20,3,16.62,30.419,14.18,31.029,0.0
11212,2009,6,38.6467,-74.6817,26,3,16.18,31.875999999999998,12.72,32.106,0.0
11213,2009,6,38.9367,-74.515,25,3,14.98,31.8,12.67,31.89,0.0
11214,2009,6,38.8133,-74.1517,45,3,14.97,32.262,8.51,32.973,0.0
11215,2009,6,39.18,-73.7633,39,3,14.27,32.035,7.8,32.681999999999995,3.0
11216,2009,6,39.2667,-73.9633,31,3,14.32,32.073,9.2,32.431999999999995,1.0
11217,2009,6,39.3183,-74.28,19,3,15.4,31.041999999999998,13.25,31.301,0.0
11218,2009,6,39.8533,-73.9733,21,3,14.43,31.068,12.49,31.2,1.0
11219,2009,6,39.895,-73.7833,30,3,14.24,31.123,8.41,31.961,12.0
11220,2009,6,39.8167,-73.5233,33,3,13.77,31.646,7.75,32.313,1.0
11221,2009,6,40.145,-73.1133,45,3,13.2,32.101,6.1,32.711,23.0
11222,2009,6,40.3167,-73.31,34,3,12.92,31.005,7.02,32.097,119.0
11223,2009,6,40.725,-72.6533,30,3,12.53,30.915,11.37,31.7,156.0
11224,2009,6,40.9767,-71.7217,50,3,11.71,30.871,5.81,32.602,190.0
11225,2009,6,40.78,-71.5867,65,3,12.65,32.249,5.14,32.7,2.0
11226,2009,6,40.9933,-71.3167,48,3,13.14,31.930999999999997,6.99,32.5,174.0
11227,2009,6,41.4033,-71.0117,20,3,12.81,31.9,12.45,31.918000000000003,1.0
11228,2009,6,41.0817,-70.885,37,3,13.64,31.938000000000002,8.56,32.304,31.0
11229,2009,6,41.1467,-70.2783,30,3,12.66,31.875999999999998,10.75,32.029,0.0
11230,2009,6,40.73,-70.2117,44,3,12.45,32.421,7.42,32.699,0.0
11231,2009,6,40.7733,-70.0533,31,3,10.0,32.073,9.26,32.187,0.0
11232,2009,6,40.8867,-69.585,39,3,9.36,32.003,9.37,32.004,0.0
11233,2009,6,40.4833,-69.1167,80,3,12.46,32.513000000000005,6.91,33.101,0.0
11234,2009,6,40.2767,-69.08,98,3,12.87,32.934,10.05,34.384,0.0
11235,2009,6,40.07,-68.9883,173,3,18.8,35.32,11.59,35.473,0.0
11236,2009,6,40.105,-68.755,189,3,20.06,35.705,11.91,35.509,0.0
11237,2009,6,40.48,-68.8133,74,2,11.88,32.458,6.73,32.893,0.0
11238,2009,6,41.0267,-68.585,56,3,9.93,32.736,9.71,32.726,0.0
11239,2009,6,41.2283,-68.4117,55,3,10.25,32.732,10.31,32.736,0.0
11240,2009,6,41.5617,-68.2467,39,3,10.51,32.696999999999996,10.53,32.701,0.0
11241,2009,6,42.0583,-68.6067,179,3,11.58,32.266999999999996,5.61,33.437,0.0
11242,2009,6,42.1433,-68.3217,187,3,10.89,32.551,6.29,33.891999999999996,0.0
11243,2009,6,41.985,-67.945,180,3,11.02,32.381,6.2,33.817,0.0
11244,2009,6,41.8167,-67.98,53,2,9.69,32.417,8.33,32.626999999999995,0.0
11245,2009,6,41.4417,-67.9683,40,2,10.66,32.701,10.66,32.702,0.0
11246,2009,6,41.4367,-67.6783,36,3,10.24,32.681999999999995,10.22,32.76,0.0
11247,2009,6,41.515,-67.4283,32,3,10.12,32.685,10.11,32.692,0.0
11248,2009,6,41.4783,-67.09,56,3,9.28,32.728,9.14,32.746,0.0
11249,2009,6,41.48,-67.38,38,3,10.04,32.666,10.04,32.669000000000004,0.0
11250,2009,6,41.3133,-67.5117,39,3,10.27,32.719,10.26,32.733000000000004,0.0
11251,2009,6,41.0233,-67.5817,64,3,9.53,32.689,8.62,32.804,2.0
11252,2009,6,41.065,-68.0817,46,3,9.85,32.727,9.86,32.73,0.0
11253,2009,6,40.8133,-68.01,68,3,11.29,32.199,7.43,32.808,13.0
11254,2009,5,40.9833,-70.8767,52,3,11.54,32.285,7.1,32.485,225.0
11255,2009,5,40.605,-70.3483,59,3,12.05,32.495,7.73,33.347,0.0
11256,2009,5,40.4367,-70.345,74,3,11.19,32.622,9.19,33.929,0.0
11257,2009,5,40.3967,-70.2783,79,3,11.2,32.625,8.43,33.704,0.0
11258,2009,5,40.1033,-70.6733,128,3,14.95,34.058,12.83,35.48,0.0
11259,2009,5,40.1033,-71.67,85,3,12.1,32.421,6.45,33.205,0.0
11260,2009,5,40.2617,-71.7117,82,3,12.32,32.149,6.1,33.122,0.0
11261,2009,5,40.4367,-71.9117,69,3,12.14,31.94,5.18,32.787,0.0
11262,2009,5,40.355,-72.4517,52,3,12.12,31.807,5.74,32.705,1.0
11263,2009,5,40.1533,-72.4817,61,3,12.13,31.929000000000002,5.79,32.849000000000004,0.0
11264,2009,5,40.0233,-72.3517,75,3,11.29,32.192,5.3,32.828,0.0
11265,2009,5,39.8583,-72.2867,85,3,12.3,32.885999999999996,6.79,33.329,0.0
11266,2009,5,39.69,-72.8367,73,3,11.45,32.236,5.81,32.816,0.0
11267,2009,5,39.575,-72.4617,102,3,14.32,33.82,11.97,35.104,0.0
11268,2009,5,38.9867,-72.8367,134,3,13.19,32.492,12.11,35.248000000000005,0.0
11269,2009,5,39.06,-73.435,57,3,13.64,32.365,6.83,33.062,0.0
11270,2009,8,40.0583,-72.8417,57,3,24.79,31.391,7.7,32.689,0.0
11271,2009,8,39.815,-73.045,69,3,25.28,30.682,7.46,32.859,0.0
11272,2009,8,39.4383,-72.58,109,3,24.8,31.355999999999998,12.24,35.213,0.0
11273,2009,8,39.4367,-72.91,63,3,25.3,30.951,6.5,32.678000000000004,0.0
11274,2009,8,39.105,-73.3433,61,3,25.59,31.114,6.65,32.777,0.0
11275,2009,8,39.2733,-73.675,32,3,25.14,29.884,11.03,32.295,0.0
11276,2009,8,39.0167,-73.8133,38,3,25.51,30.113000000000003,9.13,32.441,0.0
11277,2009,8,38.815,-73.9083,37,3,25.89,30.307,7.9,32.696999999999996,0.0
11278,2009,8,38.5617,-73.2833,124,3,25.84,32.306,12.64,35.58,0.0
11279,2009,8,37.025,-75.215,36,3,26.61,30.993000000000002,11.15,33.272,0.0
11280,2009,8,36.9467,-75.1817,37,3,26.67,30.833000000000002,11.19,33.085,0.0
11281,2009,8,36.3567,-75.0133,41,3,26.53,31.469,11.88,33.778,0.0
11283,2009,8,36.05,-74.97,45,3,27.02,29.635,14.63,34.9,0.0
11284,2009,8,35.7383,-75.3983,26,3,23.79,30.634,15.8,31.514,0.0
11285,2009,8,36.1433,-75.48,28,3,26.84,30.13,14.26,31.471,0.0
11286,2009,8,36.5567,-75.7083,23,3,25.89,30.441,12.9,32.554,0.0
11287,2009,8,37.9783,-75.0783,21,3,24.81,30.625999999999998,14.52,32.332,0.0
11288,2009,8,38.52,-74.8117,26,3,24.97,30.59,12.53,32.12,0.0
11289,2009,8,38.5633,-74.515,30,3,26.25,30.408,10.96,32.466,0.0
11290,2009,8,39.2367,-74.5117,17,3,22.14,30.967,14.37,31.776999999999997,0.0
11291,2009,8,39.5183,-73.8833,28,3,26.22,30.423000000000002,13.04,31.984,0.0
11292,2009,8,39.7283,-73.8133,22,3,26.18,30.068,16.07,31.739,0.0
11293,2009,8,40.0583,-73.3883,47,3,25.77,29.726,9.16,32.463,0.0
11294,2009,8,40.3067,-73.255,37,3,25.29,30.142,10.5,32.369,0.0
11295,2009,8,40.4817,-72.68,44,2,24.0,30.528000000000002,10.97,32.486,0.0
11296,2009,8,40.7617,-72.6483,22,3,23.37,30.607,18.42,31.421,0.0
11297,2009,8,40.3383,-71.7333,77,1,23.46,32.236999999999995,9.39,33.538000000000004,0.0
11298,2009,8,40.345,-70.195,85,3,25.9,34.986,12.66,34.951,0.0
11299,2009,8,39.9933,-69.8283,143,1,25.95,34.913000000000004,12.84,35.589,0.0
11300,2009,8,40.1017,-69.5483,101,3,22.5,33.047,12.15,34.705,0.0
11301,2009,8,40.4767,-69.3133,72,3,21.83,32.345,9.39,32.957,0.0
11302,2009,8,40.645,-69.48,55,3,19.04,32.529,12.05,32.445,0.0
11303,2009,8,40.605,-69.705,61,3,17.33,32.361,10.79,32.648,0.0
11304,2009,8,40.565,-69.8383,65,3,16.91,32.415,9.64,32.806,0.0
11305,2009,8,40.64,-69.905,54,1,22.52,32.896,10.87,32.724000000000004,0.0
11306,2009,8,40.8583,-69.445,42,3,12.66,31.879,12.26,31.878,0.0
11307,2009,8,41.1467,-69.3417,50,3,11.62,32.069,10.72,32.156,0.0
11308,2009,8,40.9783,-68.8167,84,3,17.39,32.324,13.44,32.391,0.0
11309,2009,8,40.8933,-68.6183,54,3,16.58,32.305,13.74,32.348,0.0
11310,2009,8,40.6117,-68.5183,68,2,19.11,32.259,9.74,32.825,1.0
11311,2009,8,40.265,-68.3467,163,3,21.0,32.727,11.99,35.512,0.0
11312,2009,8,40.8567,-68.2117,55,3,17.05,32.168,12.83,32.348,0.0
11313,2009,8,41.015,-68.2767,49,3,14.67,32.26,14.66,32.26,0.0
11314,2009,8,41.4067,-68.2233,39,3,17.28,32.327,17.3,32.326,0.0
11315,2009,8,41.4317,-68.0083,38,1,17.42,32.333,17.42,32.329,0.0
11316,2009,8,41.565,-67.8233,20,3,17.0,32.356,16.99,32.356,0.0
11317,2009,8,41.2767,-67.83,41,3,17.09,32.253,16.99,32.253,0.0
11318,2009,8,40.9817,-67.7783,57,3,18.52,32.074,12.01,32.389,0.0
11319,2009,8,40.94,-67.5517,72,3,18.93,32.073,10.1,32.569,1.0
11320,2009,8,40.9817,-67.21,77,3,18.05,32.124,10.27,32.738,1.0
11321,2009,8,40.855,-67.1167,91,3,15.71,32.357,9.79,33.727,0.0
11323,2009,8,40.935,-66.6817,98,3,16.68,32.314,11.21,34.578,0.0
11324,2009,8,41.2033,-67.0167,67,3,16.7,32.272,10.79,32.569,0.0
11325,2009,8,41.6017,-67.3417,48,3,16.2,32.315,16.13,32.319,0.0
11326,2009,8,41.5817,-66.96,63,3,14.17,32.288000000000004,14.03,32.285,0.0
11327,2009,8,41.4217,-66.74,79,3,14.46,32.361,10.94,32.644,0.0
11328,2009,8,41.6417,-66.6817,68,3,14.51,32.308,13.81,32.317,0.0
11329,2009,8,41.6917,-66.44,80,3,15.74,32.294000000000004,11.44,32.564,0.0
11330,2009,8,41.8917,-65.7783,168,3,15.64,32.416,7.17,34.982,0.0
11333,2009,8,41.31,-70.945,34,3,21.11,31.393,13.96,32.11,0.0
11334,2009,8,41.3933,-71.415,32,2,21.17,30.766,13.69,31.892,0.0
11335,2009,8,41.225,-71.3067,36,3,22.75,31.159000000000002,13.36,32.219,0.0
11336,2009,8,41.0617,-70.8483,35,3,21.11,31.391,13.86,32.882,0.0
11337,2009,8,40.6467,-71.8367,52,3,22.63,31.604,10.86,32.795,0.0
11338,2009,8,40.31,-71.8083,73,2,23.22,32.73,8.34,33.287,0.0
11339,2009,8,40.2283,-71.615,79,3,23.11,32.59,11.06,34.354,0.0
11340,2009,8,40.1033,-71.75,82,3,23.86,32.239000000000004,11.41,34.522,0.0
11341,2009,8,39.98,-72.5117,67,3,24.38,32.58,7.88,33.001,0.0
11342,2009,8,39.9717,-72.59,57,3,25.15,32.406,7.82,32.952,0.0
11343,2009,8,42.0217,-68.9133,134,1,19.49,31.723000000000003,4.94,33.126,0.0
11344,2009,8,42.185,-69.275,196,3,20.49,31.184,6.09,33.702,0.0
11346,2009,8,41.86,-69.15,204,3,21.86,31.432,5.74,33.544000000000004,0.0
11347,2009,8,41.56,-69.3133,130,3,21.45,31.346,4.96,33.09,0.0
11348,2009,8,41.315,-69.545,30,3,12.75,31.91,12.26,31.965,0.0
11349,2009,8,41.4667,-69.5883,31,2,19.9,31.464000000000002,9.02,32.191,0.0
11351,2009,8,38.3933,-73.7067,98,3,26.31,31.064,13.22,35.564,0.0
11353,2009,8,38.1417,-74.5733,34,3,26.45,31.087,11.32,32.513000000000005,0.0
11354,2009,8,38.0267,-74.5767,40,3,26.45,30.995,10.37,32.805,0.0
11355,2009,8,37.86,-74.64,48,3,26.41,31.13,9.63,32.869,0.0
11356,2009,8,37.6033,-74.545,65,3,26.88,30.791,9.29,33.538000000000004,0.0
11357,2009,8,37.5667,-74.7767,42,3,27.02,30.910999999999998,10.02,32.98,0.0
11358,2009,8,37.5183,-74.9767,26,3,26.97,31.009,11.59,33.031,0.0
11359,2009,8,37.355,-75.2433,25,3,26.71,31.119,12.35,32.66,0.0
11361,2009,8,42.0633,-66.4733,81,3,17.97,32.174,7.54,33.229,0.0
11364,2009,8,41.9867,-66.7883,68,3,17.58,32.216,12.1,32.516999999999996,0.0
11365,2009,8,41.98,-67.3333,57,3,15.56,32.346,14.75,32.366,0.0
11366,2009,8,42.0567,-67.6017,100,1,17.32,32.213,5.89,32.803000000000004,0.0
11367,2009,8,41.8983,-67.71,39,0,15.26,32.321999999999996,15.26,32.326,0.0
11368,2009,8,41.815,-68.275,141,3,17.14,32.080999999999996,5.44,33.166,0.0
11369,2009,8,41.77,-68.5683,182,3,18.99,31.715,6.42,33.830999999999996,0.0
11370,2009,11,40.8933,-67.2433,86,3,23.3,36.176,17.98,35.596,0.0
11371,2009,11,40.975,-66.8517,80,3,11.76,32.69,14.34,33.821,0.0
11372,2009,11,40.8133,-66.8083,110,3,24.08,36.239000000000004,20.54,36.108000000000004,0.0
11373,2009,11,41.1467,-66.7483,75,3,10.86,32.601,10.86,32.605,0.0
11374,2009,11,41.1883,-67.08,64,3,11.2,32.580999999999996,11.19,32.583,0.0
11375,2009,11,41.1867,-67.475,50,3,12.15,32.472,12.16,32.474000000000004,0.0
11376,2009,11,41.0983,-67.8783,47,3,12.53,32.422,12.54,32.422,0.0
11377,2009,11,40.855,-68.0233,66,3,13.18,33.063,15.52,34.635999999999996,0.0
11378,2009,11,41.56,-69.775,24,3,10.65,32.351,10.65,32.355,0.0
11379,2009,11,41.7267,-68.88,168,3,10.68,32.47,6.05,33.163000000000004,0.0
11380,2009,11,41.6017,-68.245,37,3,12.65,32.372,12.67,32.371,0.0
11381,2009,11,41.5617,-67.6783,18,3,12.35,32.391,12.37,32.387,0.0
11382,2009,11,41.7267,-67.5133,55,3,12.12,32.424,12.14,32.424,0.0
11383,2009,11,41.5183,-66.7817,73,3,10.81,32.568000000000005,10.79,32.574,0.0
11384,2009,11,41.77,-65.7533,154,3,10.53,31.67,7.73,33.781,0.0
11387,2009,11,42.0567,-66.2083,93,3,10.7,32.566,8.18,32.969,0.0
11388,2009,11,41.9333,-66.2467,82,3,10.75,32.494,10.55,32.556,0.0
11389,2009,11,42.185,-66.61,209,1,12.29,32.698,8.04,34.397,0.0
11392,2009,11,42.0483,-67.0367,61,2,12.21,32.696999999999996,11.96,32.753,0.0
11393,2009,11,42.055,-67.1383,54,2,12.38,32.753,12.24,32.763000000000005,0.0
11395,2009,11,42.0633,-67.64,158,1,13.11,32.555,6.11,33.343,0.0
11396,2009,11,41.9833,-67.6767,50,3,12.88,32.705,12.82,32.769,0.0
11397,2009,11,42.1817,-68.175,185,3,13.8,33.342,6.97,33.986,0.0
11398,2009,11,41.9783,-68.7367,149,3,10.64,32.563,5.72,33.164,0.0
11399,2009,11,42.1033,-68.9133,147,3,10.35,32.504,6.1,33.225,0.0
11402,2009,11,43.0567,-69.8433,186,3,9.94,33.06,6.07,33.653,0.0
11403,2009,11,43.06,-70.345,121,3,9.69,32.603,7.89,33.025999999999996,0.0
11404,2009,11,42.8967,-70.51,75,2,9.25,31.674,9.93,32.986999999999995,0.0
11405,2009,11,42.42,-70.6083,87,2,10.65,31.759,9.95,32.603,0.0
11406,2009,11,42.0817,-70.5383,42,1,10.91,31.706999999999997,10.41,31.999000000000002,0.0
11407,2009,11,41.0167,-71.0817,44,3,13.26,32.121,13.0,32.465,0.0
11408,2009,11,40.9367,-70.8133,52,3,13.16,32.146,13.1,32.493,0.0
11409,2009,11,40.6883,-71.0767,59,3,13.0,32.641,12.94,32.648,0.0
11410,2009,11,40.56,-70.8117,68,3,13.1,32.701,14.78,34.014,0.0
11411,2009,11,40.5617,-70.2133,56,2,12.78,32.373000000000005,13.9,33.578,0.0
11412,2009,11,40.3967,-69.8817,74,3,12.93,32.744,15.37,34.413000000000004,0.0
11413,2009,11,40.2683,-69.6783,78,3,13.85,33.385999999999996,14.03,34.847,0.0
11414,2009,11,40.1883,-69.7417,88,3,13.88,33.446,13.99,34.973,0.0
11415,2009,11,40.1867,-70.3417,111,3,16.11,34.547,13.63,35.265,0.0
11416,2009,11,40.0617,-70.945,193,3,14.43,33.772,13.13,35.584,0.0
11417,2009,11,40.0183,-72.17,78,3,13.78,33.266999999999996,15.06,34.321,0.0
11418,2009,11,39.935,-72.4467,66,3,13.33,33.01,14.13,33.613,0.0
11419,2009,11,39.935,-73.0433,48,3,13.91,32.66,14.05,32.933,0.0
11420,2009,11,39.6833,-72.9767,58,3,14.85,32.876999999999995,14.46,33.531,0.0
11421,2009,11,39.6883,-72.785,68,3,14.37,33.361999999999995,14.3,33.575,0.0
11422,2009,11,39.6017,-72.4117,115,3,13.61,33.191,13.65,35.126999999999995,0.0
11423,2009,11,39.1883,-72.7783,99,3,14.22,33.589,13.41,34.619,0.0
11424,2009,11,39.3967,-73.3467,48,3,14.83,33.056,14.77,33.056999999999995,0.0
11425,2009,11,39.025,-73.7083,38,3,14.93,33.226,14.75,33.239000000000004,0.0
11426,2009,11,39.145,-74.275,21,3,15.23,32.424,15.34,32.494,0.0
11427,2009,11,39.2283,-74.545,10,3,14.18,30.865,14.28,31.103,0.0
11428,2009,11,38.7717,-74.4133,31,3,15.46,32.82,15.53,32.884,0.0
11429,2009,11,38.48,-74.675,24,3,15.8,32.999,15.82,33.001,0.0
11430,2009,11,38.3133,-75.01,16,3,14.88,30.791999999999998,15.04,30.925,0.0
11431,2009,11,38.1867,-74.7783,26,3,15.66,32.843,15.8,32.928000000000004,0.0
11432,2009,11,37.81,-74.9133,24,3,15.72,32.571,15.77,32.644,0.0
11433,2009,11,37.4383,-75.4467,20,3,15.69,31.959,15.75,31.98,0.0
11434,2009,11,37.0633,-75.7133,14,3,15.82,31.914,15.85,31.918000000000003,0.0
11435,2009,11,36.4767,-75.7783,19,3,15.65,27.962,16.05,29.281,0.0
11436,2009,11,35.8133,-75.1783,34,3,17.17,32.556,17.14,32.693000000000005,0.0
11437,2009,11,35.8933,-75.0467,37,3,16.45,32.866,16.49,32.894,0.0
11439,2009,11,36.5183,-74.845,42,3,15.66,33.823,15.95,34.037,0.0
11440,2009,11,36.98,-75.145,38,3,15.77,33.436,15.81,33.552,0.0
11441,2009,11,37.225,-75.0833,34,3,15.64,33.431999999999995,15.55,33.458,0.0
11442,2009,11,37.3967,-75.1133,34,3,15.93,33.133,15.81,33.2,0.0
11443,2009,11,37.5183,-74.4833,82,3,15.44,34.172,16.22,34.622,0.0
11444,2009,11,38.1,-74.3467,40,3,14.88,33.53,14.77,33.72,0.0
11445,2009,11,38.2683,-74.0133,72,3,14.72,33.926,17.25,35.153,0.0
11448,2009,11,38.8083,-73.91,46,3,14.96,33.209,14.6,33.262,0.0
11449,2009,11,38.895,-73.3183,70,3,14.55,33.54,16.01,34.585,0.0
11450,2009,11,39.3617,-73.8033,37,3,14.93,32.775999999999996,14.82,33.009,0.0
11451,2009,11,39.8517,-73.9133,25,3,13.91,31.733,14.28,32.346,0.0
11452,2009,11,40.435,-73.815,32,3,13.03,26.961,14.37,32.644,0.0
11453,2009,11,40.3117,-73.3117,34,3,13.64,32.184,14.19,32.742,0.0
11454,2009,11,40.3517,-73.28,34,3,13.48,32.37,13.99,32.75,0.0
11455,2009,11,40.69,-72.6133,32,3,13.69,32.316,13.77,32.359,0.0
11456,2009,11,40.895,-72.21,24,3,13.09,31.888,13.32,32.289,0.0
11457,2009,11,40.6483,-71.6167,74,3,13.42,32.829,13.4,34.514,0.0
11458,2009,11,40.8883,-71.5867,56,3,13.35,32.78,13.88,33.834,0.0
11459,2009,11,41.1033,-70.5117,41,2,12.68,32.145,12.79,32.369,0.0
11460,2009,11,41.105,-70.0133,24,3,11.19,31.846,11.18,31.863000000000003,0.0
11461,2009,11,40.8133,-69.645,43,3,12.31,32.269,12.28,32.234,0.0
11462,2009,11,41.1867,-69.31,49,3,10.71,32.297,10.71,32.3,0.0
11463,2009,11,40.645,-69.4083,50,3,12.57,32.400999999999996,14.84,34.119,0.0
11464,2009,11,40.6417,-68.9117,67,1,12.5,32.442,16.75,35.4,0.0
11465,2009,11,40.7683,-68.685,63,3,13.25,33.013000000000005,16.69,34.836,0.0
11466,2009,11,40.6867,-68.585,61,3,14.38,33.426,17.58,35.038000000000004,0.0
11467,2009,11,40.6017,-68.4833,72,3,13.88,33.329,18.02,35.57,0.0
11468,2009,11,40.52,-68.2783,99,3,18.7,35.125,17.06,36.169000000000004,0.0
11469,2009,11,40.3983,-67.575,171,3,24.0,36.181999999999995,15.19,36.001,0.0
11470,2009,11,40.6467,-67.475,94,3,22.59,36.117,18.91,36.284,0.0
11471,2010,2,41.6867,-66.8517,66,3,4.77,32.65,4.75,32.625,0.0
11472,2010,2,41.2717,-66.8433,73,3,4.5,32.451,4.62,32.521,0.0
11474,2010,2,41.395,-66.3833,96,3,5.23,32.719,8.52,33.844,0.0
11475,2010,2,41.8083,-66.1483,89,3,2.88,31.773000000000003,5.35,32.643,0.0
11476,2010,2,42.0567,-66.0117,134,3,4.23,32.318000000000005,5.69,32.931,0.0
11477,2010,2,42.22,-65.7767,224,3,2.86,31.932,8.79,35.157,0.0
11478,2010,2,42.025,-66.4783,85,3,4.28,32.358000000000004,4.58,32.501999999999995,0.0
11479,2010,2,42.1817,-66.8767,180,3,4.48,32.493,7.89,34.234,0.0
11480,2010,2,42.1383,-67.1017,68,3,4.7,32.601,5.07,32.729,0.0
11481,2010,2,42.0583,-66.98,59,3,4.96,32.711,4.97,32.734,0.0
11482,2010,2,42.025,-67.3317,54,3,4.63,32.628,4.73,32.68,0.0
11483,2010,2,41.6867,-67.61,36,3,4.55,32.967,4.55,32.967,0.0
11484,2010,2,41.395,-67.6467,37,3,4.42,32.985,4.43,32.986,0.0
11485,2010,2,41.2333,-67.91,39,3,4.26,33.004,4.28,33.004,0.0
11486,2010,2,41.3117,-68.085,34,0,4.17,33.024,4.18,33.024,0.0
11487,2010,2,41.2317,-68.2767,44,2,4.2,33.084,4.24,33.083,0.0
11488,2010,2,41.4767,-68.1833,49,3,4.2,33.009,4.21,33.008,0.0
11489,2010,2,41.9167,-68.4317,196,3,5.83,32.965,7.56,34.158,0.0
11490,2010,2,41.3117,-70.8467,27,2,2.4,32.253,2.48,32.306,0.0
11491,2010,2,41.3517,-71.0717,19,3,1.57,31.971,1.99,32.143,0.0
11492,2010,2,40.935,-71.4467,58,3,4.56,32.622,4.87,32.695,0.0
11493,2010,2,40.4433,-71.6433,79,2,7.28,33.344,7.59,33.418,0.0
11494,2010,2,40.2817,-71.7033,82,3,7.25,33.33,10.38,34.317,0.0
11495,2010,2,39.86,-72.0433,99,2,7.93,33.626,11.83,34.925,0.0
11496,2010,2,39.7333,-72.0533,132,3,7.53,33.493,13.45,35.527,0.0
11497,2010,2,39.8133,-72.3167,84,3,8.79,33.858000000000004,12.03,35.101,0.0
11498,2010,2,39.4483,-72.6367,92,3,8.98,34.076,12.69,35.228,0.0
11499,2010,2,39.895,-73.2133,56,3,7.43,33.665,7.32,33.734,0.0
11502,2010,2,42.6067,-70.0,125,3,4.38,32.474000000000004,5.74,32.847,0.0
11503,2010,2,42.69,-70.0867,107,3,4.41,32.463,5.16,32.708,0.0
11504,2010,2,42.8233,-70.08,125,3,4.89,32.580999999999996,5.28,32.672,0.0
11505,2010,2,43.1067,-70.085,133,3,3.84,32.16,5.31,32.665,0.0
11506,2010,2,43.2283,-69.9517,136,3,4.11,32.293,6.33,32.95,0.0
11507,2010,2,43.065,-70.38,105,2,4.13,32.394,5.37,32.68,0.0
11508,2010,2,42.945,-70.335,140,1,4.69,32.54,5.5,32.7,0.0
11509,2010,2,42.8617,-70.335,60,2,4.74,32.553000000000004,4.83,32.58,0.0
11510,2010,2,42.775,-70.335,56,1,4.73,32.578,4.76,32.616,0.0
11511,2010,2,42.6767,-70.4317,45,1,4.69,32.595,4.72,32.597,0.0
11512,2010,2,42.4183,-70.63,82,2,3.54,32.264,3.63,32.328,0.0
11513,2010,2,42.4317,-70.445,63,1,3.62,32.281,3.73,32.303000000000004,0.0
11514,2010,2,42.5117,-70.265,85,2,4.85,32.671,4.9,32.68,0.0
11515,2010,2,42.4367,-70.2133,77,2,4.82,32.661,4.82,32.662,0.0
11516,2010,2,42.365,-70.0833,85,3,4.61,32.535,4.93,32.699,0.0
11517,2010,2,42.1783,-70.1,55,1,4.6,32.591,4.58,32.59,0.0
11518,2010,2,42.0633,-70.45,54,2,3.0,32.262,3.03,32.273,0.0
11519,2010,2,39.65,-73.1467,42,3,7.32,33.74,7.13,33.762,0.0
11520,2010,2,39.7283,-73.4783,41,3,6.11,33.629,6.13,33.634,0.0
11521,2010,2,39.2733,-73.5133,47,3,7.28,33.969,7.31,34.061,0.0
11522,2010,2,38.77,-73.0483,175,3,9.98,34.374,12.74,35.372,0.0
11523,2010,2,38.2683,-74.1983,61,3,8.7,34.174,8.73,34.201,0.0
