ID,GMT_YEAR,GMT_MONTH,AVGDEPTH,DECDEG_BEGLAT,DECDEG_BEGLON,SURFTEMP,SURFSALIN,BOTTEMP,BOTSALIN,LOGGED_SPECIES_NAME,EXPCATCHNUM
196803010100010014,1968,3,40.0,39.783333,-73.333333,3.3,,4.2,,ATLANTIC COD,1.0
196803010100020013,1968,3,37.0,39.866667,-73.466667,3.3,,4.2,,ATLANTIC COD,2.0
196803010100040010,1968,3,52.0,40.233333,-72.733333,2.9,,4.1,,ATLANTIC COD,1.0
196803010200050009,1968,3,60.0,40.25,-72.533333,3.8,,4.3,,ATLANTIC COD,1.0
196803010500020007,1968,3,28.0,40.75,-72.466667,0.9,,1.9,,ATLANTIC COD,1.0
196803010500030001,1968,3,47.0,41.033333,-71.283333,2.3,,2.9,,ATLANTIC COD,2.0
196803010500040002,1968,3,49.0,41.05,-70.983333,2.4,,2.3,,ATLANTIC COD,1.0
196803010600030085,1968,3,66.0,40.25,-71.95,3.0,,5.2,,ATLANTIC COD,1.0
196803010600050005,1968,3,65.0,40.55,-71.85,3.0,,6.3,,ATLANTIC COD,2.0
196803010900010003,1968,3,50.0,40.916667,-70.75,2.0,,2.4,,ATLANTIC COD,2.0
196803010900030098,1968,3,35.0,40.85,-70.2,1.8,,2.1,,ATLANTIC COD,15.0
196803010900040211,1968,4,50.0,40.7,-69.466667,4.4,,4.5,,ATLANTIC COD,3.0
196803011000030132,1968,3,68.0,40.416667,-69.533333,4.1,,3.2,,ATLANTIC COD,19.0
196803011000050212,1968,4,66.0,40.716667,-69.116667,4.0,,4.1,,ATLANTIC COD,2.0
196803011000060130,1968,3,75.0,40.45,-68.916667,3.0,,2.8,,ATLANTIC COD,3.0
196803011300010107,1968,3,96.0,40.333333,-68.766667,4.0,,,,ATLANTIC COD,1.0
196803011300030223,1968,4,60.0,40.9,-67.8,4.4,,4.4,,ATLANTIC COD,5.0
196803011300060127,1968,3,74.0,40.983333,-67.166667,4.0,,3.8,,ATLANTIC COD,1.0
196803011600010229,1968,4,63.0,41.25,-67.083333,4.4,,4.2,,ATLANTIC COD,3.0
196803011600040120,1968,3,62.0,41.916667,-66.7,3.1,,2.8,,ATLANTIC COD,1.0
196803011600050122,1968,3,84.0,41.733333,-66.383333,3.0,,2.9,,ATLANTIC COD,1.0
196803011600060121,1968,3,86.0,41.95,-66.366667,3.1,,2.9,,ATLANTIC COD,4.0
196803011600070198,1968,4,82.0,41.85,-66.25,3.7,,3.8,,ATLANTIC COD,4.0
196803011600080123,1968,3,101.0,41.816666999999995,-65.93333299999999,3.6,,3.8,,ATLANTIC COD,6.0
196803011600090228,1968,4,64.0,41.416667,-67.1,4.9,,4.8,,ATLANTIC COD,4.0
196803011700010125,1968,3,128.0,41.45,-66.116667,3.5,,5.0,,ATLANTIC COD,29.0
196803011700030194,1968,4,133.0,41.983333,-65.916667,3.4,,5.9,,ATLANTIC COD,8.0
196803011800030197,1968,4,302.0,41.8,-65.716667,2.6,,,,ATLANTIC COD,1.0
196803011900030225,1968,4,51.0,41.1,-67.93333299999999,4.3,,4.4,,ATLANTIC COD,6.0
196803011900050224,1968,4,53.0,41.05,-67.833333,4.8,,4.8,,ATLANTIC COD,6.0
196803011900060226,1968,4,31.0,41.316666999999995,-67.766667,5.3,,5.2,,ATLANTIC COD,27.0
196803011900070238,1968,4,41.0,41.633333,-67.633333,5.2,,5.3,,ATLANTIC COD,4.0
196803011900080227,1968,4,49.0,41.533333,-67.383333,5.1,,5.1,,ATLANTIC COD,6.0
196803012000010219,1968,4,60.0,41.266667,-68.43333299999999,4.7,,4.8,,ATLANTIC COD,5.0
196803012000020217,1968,4,49.0,41.5,-68.35,4.9,,4.9,,ATLANTIC COD,3.0
196803012000030242,1968,4,46.0,41.7,-68.283333,5.5,,5.1,,ATLANTIC COD,4.0
196803012000040241,1968,4,51.0,41.733333,-68.166667,5.0,,5.2,,ATLANTIC COD,4.0
196803012000050239,1968,4,30.0,41.733333,-67.916667,5.0,,5.0,,ATLANTIC COD,5.0
196803012100010240,1968,4,84.0,41.9,-68.06666700000001,4.5,,4.2,,ATLANTIC COD,3.0
196803012100020236,1968,4,73.0,42.016667,-67.7,4.7,,4.2,,ATLANTIC COD,3.0
196803012100030231,1968,4,64.0,42.133333,-67.116667,4.2,,4.2,,ATLANTIC COD,3.0
196803012100040230,1968,4,79.0,42.15,-66.966667,4.2,,4.2,,ATLANTIC COD,4.0
196803012200010243,1968,4,165.0,41.833333,-68.3,5.0,,5.2,,ATLANTIC COD,2.0
196803012200020235,1968,4,179.0,42.033333,-67.833333,4.5,,5.2,,ATLANTIC COD,1.0
196803012300010207,1968,4,83.0,41.483333,-69.466667,4.3,,2.9,,ATLANTIC COD,4.0
196803012300020213,1968,4,87.0,41.066666999999995,-69.06666700000001,3.6,,3.7,,ATLANTIC COD,1.0
196803012300030214,1968,4,69.0,41.1,-68.783333,4.5,,4.5,,ATLANTIC COD,6.0
196803012300040215,1968,4,106.0,41.483333,-68.633333,4.3,,4.0,,ATLANTIC COD,4.0
196803012300050216,1968,4,97.0,41.483333,-68.56666700000001,4.0,,3.7,,ATLANTIC COD,2.0
196803012300060218,1968,4,64.0,41.35,-68.4,4.7,,4.8,,ATLANTIC COD,9.0
196803012400010252,1968,4,137.0,41.916667,-69.716667,4.4,,4.5,,ATLANTIC COD,1.0
196803012400020248,1968,4,179.0,41.75,-69.333333,4.7,,3.5,,ATLANTIC COD,11.0
196803012400040246,1968,4,165.0,41.833333,-68.916667,4.9,,4.6,,ATLANTIC COD,4.0
196803012500020208,1968,4,55.0,41.333333,-69.35,4.9,,3.5,,ATLANTIC COD,8.0
196803012600010133,1968,3,73.0,42.3,-70.15,2.5,,2.0,,ATLANTIC COD,29.0
196803012600020137,1968,3,84.0,42.516667,-70.233333,2.0,,1.6,,ATLANTIC COD,15.0
196803012600040136,1968,3,72.0,42.466667,-70.6,2.3,,2.1,,ATLANTIC COD,8.0
196803012600050134,1968,3,45.0,42.183333000000005,-70.3,2.3,,2.2,,ATLANTIC COD,7.0
196803012700010138,1968,3,180.0,42.5,-69.93333299999999,2.8,,3.8,,ATLANTIC COD,3.0
196803012700020140,1968,3,115.0,42.65,-70.1,2.7,,2.7,,ATLANTIC COD,18.0
196803012700030142,1968,3,155.0,43.083333,-70.233333,2.6,,3.1,,ATLANTIC COD,2.0
196803012700040143,1968,3,132.0,43.1,-70.3,2.7,,3.0,,ATLANTIC COD,7.0
196803012800060157,1968,3,198.0,42.583333,-68.666667,3.2,,,,ATLANTIC COD,4.0
196803012900030155,1968,3,190.0,42.433333000000005,-68.233333,3.3,,5.4,,ATLANTIC COD,2.0
196803012900050261,1968,5,202.0,42.566666999999995,-67.633333,6.8,,6.5,,ATLANTIC COD,1.0
196803012900060262,1968,5,205.0,42.716667,-67.283333,6.9,,6.6,,ATLANTIC COD,1.0
196803012900070199,1968,4,238.0,42.3,-66.116667,3.4,,6.2,,ATLANTIC COD,4.0
196803012900080193,1968,4,137.0,42.25,-65.68333299999999,2.5,,8.4,,ATLANTIC COD,2.0
196803013000030263,1968,5,320.0,42.55,-67.15,7.1,,,,ATLANTIC COD,1.0
196803013100010256,1968,5,163.0,42.7,-66.583333,6.8,,6.8,,ATLANTIC COD,2.0
196803013100020181,1968,4,111.0,43.05,-66.483333,3.5,,6.8,,ATLANTIC COD,1.0
196803013100030205,1968,4,114.0,42.783333,-65.733333,3.1,,3.4,,ATLANTIC COD,1.0
196803013100040204,1968,4,137.0,42.866667,-65.56666700000001,3.0,,3.5,,ATLANTIC COD,4.0
196803013100050203,1968,4,97.0,42.766667,-65.45,2.0,,3.2,,ATLANTIC COD,5.0
196803013100060192,1968,4,124.0,42.383333,-65.233333,2.2,,5.4,,ATLANTIC COD,4.0
196803013200010255,1968,5,62.0,42.683333000000005,-66.233333,5.7,,5.3,,ATLANTIC COD,5.0
196803013200020206,1968,4,88.0,42.65,-65.883333,3.0,,3.5,,ATLANTIC COD,7.0
196803013200030200,1968,4,89.0,42.6,-65.783333,2.7,,7.1,,ATLANTIC COD,18.0
196803013200040201,1968,4,89.0,42.6,-65.716667,2.5,,6.2,,ATLANTIC COD,13.0
196803013200050202,1968,4,93.0,42.566666999999995,-65.666667,2.3,,,,ATLANTIC COD,12.0
196803013300010180,1968,4,91.0,43.633333,-66.383333,2.2,,2.3,,ATLANTIC COD,3.0
196803013300020179,1968,4,91.0,43.633333,-66.416667,2.1,,2.8,,ATLANTIC COD,2.0
196803013300030178,1968,4,88.0,43.75,-66.483333,2.4,,2.9,,ATLANTIC COD,1.0
196803013300040170,1968,3,93.0,44.133333,-66.633333,2.6,,2.5,,ATLANTIC COD,4.0
196803013400010177,1968,3,160.0,43.633333,-66.866667,3.0,,5.8,,ATLANTIC COD,4.0
196803013400020171,1968,3,115.0,43.85,-66.733333,2.5,,3.1,,ATLANTIC COD,1.0
196803013400040172,1968,3,170.0,43.916667,-67.083333,3.0,,5.5,,ATLANTIC COD,1.0
196803013500010167,1968,3,181.0,44.283333,-66.733333,3.0,,4.6,,ATLANTIC COD,1.0
196803013500020169,1968,3,201.0,44.416667,-66.466667,2.1,,3.0,,ATLANTIC COD,7.0
196803013500030168,1968,3,206.0,44.583333,-66.416667,2.5,,2.6,,ATLANTIC COD,1.0
196803013600010260,1968,5,205.0,42.8,-67.733333,6.7,,6.0,,ATLANTIC COD,1.0
196803013600020259,1968,5,220.0,42.933333000000005,-67.55,7.2,,6.4,,ATLANTIC COD,1.0
196803013600030257,1968,5,216.0,42.966667,-67.033333,5.7,,6.7,,ATLANTIC COD,1.0
196803013600080174,1968,3,243.0,43.583333,-67.65,3.3,,6.9,,ATLANTIC COD,1.0
196803013700020151,1968,3,186.0,42.75,-69.366667,3.7,,3.7,,ATLANTIC COD,2.0
196803013700030149,1968,3,188.0,43.083333,-69.333333,3.0,,8.0,,ATLANTIC COD,1.0
196803013700040158,1968,3,186.0,43.15,-68.883333,3.1,,5.9,,ATLANTIC COD,7.0
196803013800010161,1968,3,159.0,43.333333,-68.65,2.7,,5.9,,ATLANTIC COD,13.0
196803013800020148,1968,3,174.0,43.383333,-69.4,2.5,,5.8,,ATLANTIC COD,3.0
196803013800030162,1968,3,106.0,43.533333,-68.966667,2.5,,2.7,,ATLANTIC COD,3.0
196803013800060165,1968,3,117.0,44.066666999999995,-68.06666700000001,2.0,,,,ATLANTIC COD,2.0
196803013900010163,1968,3,115.0,43.633333,-68.966667,2.2,,2.2,,ATLANTIC COD,5.0
196803013900020164,1968,3,108.0,43.866667,-68.416667,2.0,,2.9,,ATLANTIC COD,1.0
196803014000010141,1968,3,88.0,42.866667,-70.616667,2.4,,2.1,,ATLANTIC COD,33.0
196803014000020145,1968,3,101.0,43.35,-70.116667,2.0,,2.1,,ATLANTIC COD,39.0
196803014100010191,1968,4,114.0,42.616667,-64.883333,1.5,,8.2,,ATLANTIC COD,5.0
196803014100020182,1968,4,165.0,43.266667,-64.93333299999999,1.4,,6.0,,ATLANTIC COD,3.0
196803014100030183,1968,4,154.0,43.2,-64.783333,2.7,,9.6,,ATLANTIC COD,2.0
196803014100040188,1968,4,114.0,43.066666999999995,-64.55,0.7,,8.2,,ATLANTIC COD,7.0
196803014100050185,1968,4,91.0,43.1,-63.966667,0.5,,1.9,,ATLANTIC COD,4.0
196803014100060186,1968,4,133.0,42.933333000000005,-63.766667000000005,0.4,,7.5,,ATLANTIC COD,1.0
196803014200010190,1968,4,82.0,42.933333000000005,-64.85,1.3,,4.4,,ATLANTIC COD,7.0
196803014200020189,1968,4,91.0,42.983333,-64.583333,0.8,,8.2,,ATLANTIC COD,5.0
196803014200040184,1968,4,139.0,43.383333,-64.133333,1.0,,2.8,,ATLANTIC COD,9.0
196803016500080026,1968,3,27.0,37.55,-75.1,4.3,,5.0,,ATLANTIC COD,1.0
196803016900020025,1968,3,27.0,38.116667,-74.85,3.5,,3.7,,ATLANTIC COD,1.0
196803017000040059,1968,3,73.0,38.183333000000005,-74.033333,6.0,,5.1,,ATLANTIC COD,1.0
196803017300020020,1968,3,26.0,39.2,-74.06666700000001,1.9,,1.9,,ATLANTIC COD,1.0
196803017300030019,1968,3,25.0,39.283333,-74.033333,1.7,,1.5,,ATLANTIC COD,2.0
196803017300050016,1968,3,40.0,39.4,-73.45,4.1,,4.1,,ATLANTIC COD,1.0
196902010100010016,1969,3,29.0,40.033333,-73.733333,2.2,,2.2,,ATLANTIC COD,1.0
196902010100030015,1969,3,37.0,40.266667,-73.383333,2.7,,2.6,,ATLANTIC COD,1.0
196902010100050010,1969,3,37.0,40.533333,-72.8,2.0,,2.3,,ATLANTIC COD,4.0
196902010500010007,1969,3,49.0,40.65,-72.2,1.9,,2.3,,ATLANTIC COD,2.0
196902010500020005,1969,3,47.0,40.816666999999995,-71.766667,2.6,,2.9,,ATLANTIC COD,6.0
196902010500030006,1969,3,43.0,40.85,-72.0,1.4,,2.1,,ATLANTIC COD,2.0
196902010500040002,1969,3,49.0,41.0,-71.0,3.0,,3.6,,ATLANTIC COD,4.0
196902010500050001,1969,3,38.0,41.233333,-71.2,2.9,,2.9,,ATLANTIC COD,42.0
196902010600080004,1969,3,58.0,40.8,-71.4,4.0,,4.0,,ATLANTIC COD,1.0
196902010900010107,1969,3,50.0,40.633333,-69.383333,4.1,,4.1,,ATLANTIC COD,2.0
196902010900040093,1969,3,37.0,40.916667,-70.25,2.7,,2.8,,ATLANTIC COD,18.0
196902010900050092,1969,3,33.0,41.05,-70.25,2.7,,2.7,,ATLANTIC COD,10.0
196902011000040111,1969,3,75.0,40.6,-69.05,4.0,,4.2,,ATLANTIC COD,2.0
196902011000060110,1969,3,75.0,40.633333,-69.083333,4.1,,4.2,,ATLANTIC COD,1.0
196902011000070103,1969,3,58.0,40.6,-69.733333,4.6,,4.3,,ATLANTIC COD,1.0
196902011000080108,1969,3,69.0,40.916667,-69.133333,4.1,,4.2,,ATLANTIC COD,3.0
196902011300030109,1969,3,64.0,40.633333,-68.75,4.1,,4.2,,ATLANTIC COD,1.0
196902011300070119,1969,3,66.0,40.85,-67.916667,5.0,,5.1,,ATLANTIC COD,2.0
196902011300090127,1969,3,68.0,41.05,-67.516667,5.1,,5.1,,ATLANTIC COD,3.0
196902011600040135,1969,3,73.0,41.366667,-66.8,4.8,,5.0,,ATLANTIC COD,3.0
196902011600050132,1969,3,58.0,41.483333,-67.1,4.3,,4.3,,ATLANTIC COD,11.0
196902011600070134,1969,3,91.0,41.516667,-66.56666700000001,5.0,,,,ATLANTIC COD,3.0
196902011600080147,1969,3,110.0,41.683333000000005,-66.06666700000001,5.8,,5.4,,ATLANTIC COD,1.0
196902011600090148,1969,3,86.0,41.683333000000005,-66.3,5.7,,5.1,,ATLANTIC COD,2.0
196902011600100149,1969,3,82.0,41.8,-66.43333299999999,5.3,,5.3,,ATLANTIC COD,3.0
196902011600110150,1969,3,84.0,41.866667,-66.166667,5.2,,5.3,,ATLANTIC COD,8.0
196902011600120164,1969,3,72.0,41.933333000000005,-66.68333299999999,4.7,,4.8,,ATLANTIC COD,9.0
196902011600130151,1969,3,94.0,42.05,-66.1,5.2,,5.6,,ATLANTIC COD,9.0
196902011600140165,1969,3,64.0,41.85,-66.966667,4.5,,4.7,,ATLANTIC COD,3.0
196902011700030145,1969,3,126.0,41.766667,-65.833333,4.7,,5.9,,ATLANTIC COD,6.0
196902011700040146,1969,3,125.0,41.866667,-65.85,5.5,,6.0,,ATLANTIC COD,5.0
196902011900010116,1969,3,52.0,40.816666999999995,-68.3,4.8,,4.9,,ATLANTIC COD,2.0
196902011900030184,1969,3,41.0,41.05,-68.216667,4.6,,4.6,,ATLANTIC COD,5.0
196902011900040183,1969,3,43.0,41.25,-68.25,4.9,,4.9,,ATLANTIC COD,11.0
196902011900050128,1969,3,40.0,41.233333,-67.6,4.5,,4.5,,ATLANTIC COD,6.0
196902011900060129,1969,3,38.0,41.4,-67.6,4.3,,4.3,,ATLANTIC COD,3.0
196902011900070130,1969,3,36.0,41.516667,-67.7,4.4,,4.4,,ATLANTIC COD,19.0
196902011900080131,1969,3,55.0,41.55,-67.166667,4.3,,4.4,,ATLANTIC COD,1.0
196902012000010185,1969,3,58.0,41.166667,-68.483333,4.9,,4.8,,ATLANTIC COD,1.0
196902012000020182,1969,3,51.0,41.316666999999995,-68.366667,4.9,,4.9,,ATLANTIC COD,2.0
196902012000030179,1969,3,49.0,41.683333000000005,-68.283333,4.7,,4.9,,ATLANTIC COD,4.0
196902012000040174,1969,3,36.0,41.883333,-67.616667,4.0,,4.9,,ATLANTIC COD,8.0
196902012000050175,1969,3,35.0,41.9,-67.733333,5.0,,5.0,,ATLANTIC COD,9.0
196902012000060176,1969,3,37.0,41.933333000000005,-67.733333,4.0,,4.0,,ATLANTIC COD,3.0
196902012100010178,1969,3,64.0,41.85,-67.95,4.5,,4.8,,ATLANTIC COD,4.0
196902012100020173,1969,3,72.0,42.0,-67.716667,4.5,,4.9,,ATLANTIC COD,2.0
196902012100040166,1969,3,56.0,42.1,-67.1,5.1,,5.1,,ATLANTIC COD,8.0
196902012200010177,1969,3,110.0,41.95,-67.916667,4.5,,4.8,,ATLANTIC COD,1.0
196902012200020172,1969,3,178.0,42.05,-67.733333,4.8,,6.0,,ATLANTIC COD,2.0
196902012300010187,1969,3,68.0,41.116667,-68.733333,4.6,,4.7,,ATLANTIC COD,6.0
196902012300030186,1969,3,77.0,41.316666999999995,-68.65,4.8,,4.8,,ATLANTIC COD,4.0
196902012300040266,1969,4,93.0,41.466667,-69.283333,3.5,,3.9,,ATLANTIC COD,6.0
196902012300050181,1969,3,62.0,41.466667,-68.4,4.7,,4.9,,ATLANTIC COD,5.0
196902012400020265,1969,4,123.0,41.683333000000005,-69.483333,4.0,,4.9,,ATLANTIC COD,5.0
196902012400030180,1969,3,183.0,41.833333,-68.55,,,,,ATLANTIC COD,1.0
196902012400050193,1969,4,134.0,42.033333,-68.983333,4.1,,5.0,,ATLANTIC COD,4.0
196902012400060194,1969,4,174.0,42.133333,-68.8,4.1,,,,ATLANTIC COD,1.0
196902012500010190,1969,3,55.0,41.1,-69.283333,4.2,,4.3,,ATLANTIC COD,2.0
196902012500020191,1969,3,44.0,41.366667,-69.366667,4.1,,4.1,,ATLANTIC COD,2.0
196902012500030267,1969,4,63.0,41.45,-69.383333,3.5,,3.8,,ATLANTIC COD,1.0
196902012500040268,1969,4,55.0,41.533333,-69.5,3.5,,3.6,,ATLANTIC COD,6.0
196902012600010259,1969,4,69.0,42.15,-70.05,,,,,ATLANTIC COD,1.0
196902012600030257,1969,4,82.0,42.45,-70.116667,4.2,,3.0,,ATLANTIC COD,7.0
196902012600040256,1969,4,91.0,42.65,-70.15,4.0,,4.0,,ATLANTIC COD,20.0
196902012600050255,1969,4,91.0,42.683333000000005,-70.2,3.9,,3.9,,ATLANTIC COD,6.0
196902012700010260,1969,4,190.0,42.116667,-69.75,4.0,,5.0,,ATLANTIC COD,1.0
196902012700020254,1969,4,120.0,42.716667,-70.06666700000001,3.4,,4.6,,ATLANTIC COD,3.0
196902012700040251,1969,4,129.0,43.05,-70.333333,4.1,,3.9,,ATLANTIC COD,2.0
196902012900040152,1969,3,254.0,42.283333,-66.033333,4.8,,8.0,,ATLANTIC COD,4.0
196902012900050160,1969,3,284.0,42.4,-66.466667,5.0,,,,ATLANTIC COD,1.0
196902013000010168,1969,3,320.0,42.35,-67.133333,5.0,,,,ATLANTIC COD,5.0
196902013000020169,1969,3,320.0,42.366667,-67.383333,5.0,,7.0,,ATLANTIC COD,2.0
196902013100010153,1969,3,113.0,42.316666999999995,-65.7,4.2,,8.3,,ATLANTIC COD,6.0
196902013100040207,1969,4,119.0,42.8,-65.516667,2.3,,,,ATLANTIC COD,2.0
196902013100050206,1969,4,128.0,42.866667,-65.65,2.2,,4.0,,ATLANTIC COD,2.0
196902013100060204,1969,4,135.0,42.866667,-66.133333,2.9,,,,ATLANTIC COD,1.0
196902013200040157,1969,3,91.0,42.616667,-65.533333,3.9,,4.1,,ATLANTIC COD,3.0
196902013200050156,1969,3,95.0,42.666667,-65.5,3.2,,4.2,,ATLANTIC COD,4.0
196902013300020218,1969,4,97.0,43.75,-66.533333,2.3,,3.0,,ATLANTIC COD,4.0
196902013300030227,1969,4,82.0,44.1,-66.633333,2.9,,3.8,,ATLANTIC COD,2.0
196902013400020219,1969,4,127.0,43.65,-66.7,2.4,,3.6,,ATLANTIC COD,3.0
196902013400040225,1969,4,117.0,43.866667,-66.766667,2.9,,3.9,,ATLANTIC COD,2.0
196902013400050226,1969,4,111.0,43.983333,-66.783333,3.1,,4.2,,ATLANTIC COD,6.0
196902013500030229,1969,4,184.0,44.266667,-66.85,3.0,,4.9,,ATLANTIC COD,5.0
196902013700020243,1969,4,156.0,42.783333,-69.45,3.2,,5.2,,ATLANTIC COD,4.0
196902013800020249,1969,4,130.0,43.416667,-69.8,3.9,,4.4,,ATLANTIC COD,22.0
196902013800030245,1969,4,174.0,43.5,-69.266667,3.1,,4.9,,ATLANTIC COD,2.0
196902013800050233,1969,4,149.0,44.033333,-67.75,3.0,,4.0,,ATLANTIC COD,1.0
196902013900010235,1969,4,108.0,43.866667,-68.466667,2.9,,3.1,,ATLANTIC COD,1.0
196902013900020234,1969,4,108.0,44.2,-67.81666700000001,2.9,,,,ATLANTIC COD,2.0
196902014000010252,1969,4,96.0,42.883333,-70.55,4.4,,3.5,,ATLANTIC COD,15.0
196902014000020248,1969,4,96.0,43.516667,-69.9,4.2,,,,ATLANTIC COD,38.0
196902014100010208,1969,4,117.0,42.55,-64.85,3.0,,,,ATLANTIC COD,1.0
196902014100020211,1969,4,119.0,42.816666999999995,-63.983332999999995,1.8,,7.9,,ATLANTIC COD,1.0
196902014100030212,1969,4,129.0,43.0,-63.766667000000005,2.0,,8.0,,ATLANTIC COD,3.0
196902014100040210,1969,4,119.0,43.066666999999995,-64.533333,2.9,,6.3,,ATLANTIC COD,3.0
196902014100050217,1969,4,146.0,43.133333,-65.15,2.6,,5.0,,ATLANTIC COD,2.0
196902014100060216,1969,4,146.0,43.416667,-64.983333,2.1,,4.1,,ATLANTIC COD,17.0
196902014200010209,1969,4,90.0,42.966667,-64.6,3.1,,6.8,,ATLANTIC COD,1.0
196902014200020213,1969,4,91.0,43.2,-63.916667000000004,2.1,,3.9,,ATLANTIC COD,1.0
196902014200030214,1969,4,90.0,43.3,-64.7,2.0,,3.2,,ATLANTIC COD,5.0
196902014200040215,1969,4,55.0,43.45,-64.733333,2.1,,2.1,,ATLANTIC COD,14.0
196902016500060036,1969,3,37.0,37.433333000000005,-75.016667,4.8,,4.9,,ATLANTIC COD,1.0
196902016900050028,1969,3,40.0,38.65,-74.35,4.0,,4.0,,ATLANTIC COD,1.0
196902016900070026,1969,3,27.0,38.933333000000005,-74.45,2.4,,2.8,,ATLANTIC COD,2.0
196902017300010023,1969,3,41.0,38.916667,-74.133333,3.9,,3.8,,ATLANTIC COD,1.0
196902017300020022,1969,3,43.0,38.9,-73.866667,3.7,,3.7,,ATLANTIC COD,2.0
197003010100020227,1970,4,42.0,39.616667,-73.166667,6.4,,5.9,,ATLANTIC COD,1.0
197003010100040222,1970,4,42.0,40.3,-72.95,6.3,,5.2,,ATLANTIC COD,2.0
197003010100050219,1970,4,47.0,40.533333,-72.366667,6.7,,4.8,,ATLANTIC COD,1.0
197003010200090217,1970,4,55.0,40.166667,-72.65,6.4,,5.3,,ATLANTIC COD,5.0
197003010500030189,1970,4,38.0,41.05,-70.95,5.5,,3.5,,ATLANTIC COD,1.0
197003010500040190,1970,4,52.0,41.166667,-71.266667,5.2,,4.3,,ATLANTIC COD,2.0
197003010500050193,1970,4,35.0,40.9,-72.0,5.8,,5.1,,ATLANTIC COD,10.0
197003010600060203,1970,4,91.0,40.383333,-71.666667,5.5,,4.6,,ATLANTIC COD,1.0
197003010900020160,1970,4,50.0,40.633333,-69.416667,4.7,,4.7,,ATLANTIC COD,8.0
197003010900030186,1970,4,46.0,40.75,-70.266667,5.8,,5.2,,ATLANTIC COD,1.0
197003010900050188,1970,4,40.0,41.083333,-70.766667,5.9,,3.8,,ATLANTIC COD,11.0
197003011000030173,1970,4,66.0,40.516667,-69.55,5.3,,5.3,,ATLANTIC COD,1.0
197003011000060161,1970,4,63.0,40.616667,-69.7,4.9,,4.9,,ATLANTIC COD,1.0
197003011000070159,1970,4,73.0,40.7,-69.033333,4.9,,4.9,,ATLANTIC COD,3.0
197003011000080158,1970,4,86.0,40.866667,-69.05,4.6,,4.7,,ATLANTIC COD,3.0
197003011300010170,1970,4,72.0,40.5,-68.81666700000001,5.9,,5.1,,ATLANTIC COD,3.0
197003011300030048,1970,3,71.0,40.766667,-68.116667,3.8,,3.8,,ATLANTIC COD,5.0
197003011300040046,1970,3,66.0,40.8,-67.783333,4.1,,3.7,,ATLANTIC COD,1.0
197003011300050045,1970,3,73.0,40.8,-67.716667,3.7,,3.6,,ATLANTIC COD,1.0
197003011300090041,1970,3,65.0,41.033333,-67.68333299999999,3.7,,3.7,,ATLANTIC COD,4.0
197003011600020031,1970,3,82.0,41.4,-66.68333299999999,3.7,,3.8,,ATLANTIC COD,3.0
197003011600040029,1970,3,64.0,41.666667,-66.85,3.8,,3.8,,ATLANTIC COD,3.0
197003011600050028,1970,3,64.0,41.75,-66.766667,3.8,,3.9,,ATLANTIC COD,1.0
197003011600070027,1970,3,67.0,41.833333,-66.85,3.8,,3.8,,ATLANTIC COD,2.0
197003011600080026,1970,3,73.0,41.85,-66.666667,3.5,,3.8,,ATLANTIC COD,20.0
197003011600090023,1970,3,101.0,41.883333,-65.966667,2.4,,4.8,,ATLANTIC COD,11.0
197003011600100017,1970,3,86.0,42.016667,-66.383333,3.2,,4.3,,ATLANTIC COD,12.0
197003011700030024,1970,3,119.0,41.7,-65.883333,3.7,,5.3,,ATLANTIC COD,7.0
197003011800020021,1970,3,185.0,41.95,-65.8,2.1,,6.5,,ATLANTIC COD,1.0
197003011900010050,1970,3,43.0,40.933333000000005,-68.45,4.0,,3.8,,ATLANTIC COD,14.0
197003011900020049,1970,3,49.0,40.916667,-68.35,4.0,,4.0,,ATLANTIC COD,1.0
197003011900030040,1970,3,55.0,41.116667,-67.65,3.4,,3.4,,ATLANTIC COD,4.0
197003011900040052,1970,3,41.0,41.166667,-68.266667,4.2,,4.1,,ATLANTIC COD,1.0
197003011900050039,1970,3,41.0,41.266667,-67.8,3.5,,3.5,,ATLANTIC COD,6.0
197003011900060038,1970,3,47.0,41.5,-67.483333,3.8,,3.8,,ATLANTIC COD,3.0
197003011900070036,1970,3,53.0,41.466667,-67.216667,3.8,,3.8,,ATLANTIC COD,2.0
197003012000010051,1970,3,57.0,41.033333,-68.633333,4.2,,4.2,,ATLANTIC COD,3.0
197003012000020053,1970,3,47.0,41.266667,-68.266667,4.1,,4.1,,ATLANTIC COD,1.0
197003012000030054,1970,3,51.0,41.466667,-68.31666700000001,4.2,,4.2,,ATLANTIC COD,1.0
197003012000040010,1970,3,32.0,41.766667,-68.016667,4.2,,4.2,,ATLANTIC COD,5.0
197003012000050009,1970,3,49.0,41.716667,-68.15,4.4,,4.4,,ATLANTIC COD,1.0
197003012100010012,1970,3,73.0,41.916667,-67.916667,4.3,,4.3,,ATLANTIC COD,1.0
197003012100020014,1970,3,84.0,42.016667,-67.733333,3.9,,5.0,,ATLANTIC COD,3.0
197003012100030011,1970,3,90.0,41.866667,-68.083333,4.4,,4.4,,ATLANTIC COD,1.0
197003012100040018,1970,3,91.0,42.1,-66.283333,2.8,,5.9,,ATLANTIC COD,1.0
197003012200010008,1970,3,119.0,41.8,-68.25,4.5,,5.1,,ATLANTIC COD,2.0
